date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:31:03	135320/135320	---M-Z	200	added ('OK')	text/html	etag:W/%221fc2ef92af5ba4e14077a3715abf8944%22	https://recroom.com/pricingrecommendations	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/pricingrecommendations.html	(from https://recroom.com/community-commerce)
23:31:04	62609/62609	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2214c97b3c32965a164620f2791a33fa6d%22	https://recroom.com/%22//www.youtube.com/embed/kIVso4wycpU?wmode=opaque&amp;enablejsapi=1\%22	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/_/www.youtube.com/embed/kIVso4wycpU.379ae1.delayed	(from https://recroom.com/community-commerce)
23:31:05	62609/62609	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2214c97b3c32965a164620f2791a33fa6d%22	https://recroom.com/%22//www.youtube.com/embed/kIVso4wycpU?wmode=opaque&enablejsapi=1%22	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/_/www.youtube.com/embed/kIVso4wycpU.388344.delayed	(from https://recroom.com/community-commerce)
23:31:05	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2013%20Sep%202025%2020:31:16%20GMT	https://recroom.com/partneredcreator	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/partneredcreator.39.delayed	(from https://recroom.com/community-commerce)
23:31:06	62609/62609	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2214c97b3c32965a164620f2791a33fa6d%22	https://recroom.com/%22https://rec.net/room/LaserTagTargetPractice%22>^LaserTagTargetPractice</a>	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/_https_/rec.net/room/LaserTagTargetPractice__^LaserTagTargetPractice_/a_.3a.delayed	(from https://recroom.com/community-commerce)
23:31:07	62609/62609	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2214c97b3c32965a164620f2791a33fa6d%22	https://recroom.com/%22https://rec.net/room/PartyVenue%22>^PartyVenue	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/_https_/rec.net/room/PartyVenue__^PartyVenue.3b.delayed	(from https://recroom.com/community-commerce)
23:31:07	62609/62609	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2214c97b3c32965a164620f2791a33fa6d%22	https://recroom.com/^OffthePier%20by%20Ranenbauer,%20whatsupbro3	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/^OffthePier%20by%20Ranenbauer,%20whatsupbro3.3c.delayed	(from https://recroom.com/community-commerce)
23:31:07	0/-1	---M--	302	error ('')			https://recroom.com/partneredcreator	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/partneredcreator.3d.delayed	(from https://recroom.com/community-commerce)
23:31:08	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2013%20Sep%202025%2020:31:18%20GMT	https://recroom.com/creator-compensation-faq	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/creator-compensation-faq.3e.delayed	(from https://recroom.com/community-commerce)
23:31:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2013%20Sep%202025%2017:52:03%20GMT	http://recroom.com/partnered-creator-faq	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/partnered-creator-faq.3f.delayed	(from https://recroom.com/community-commerce)
23:31:09	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2013%20Sep%202025%2020:31:19%20GMT	https://recroom.com/partnered-creator-faq	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/partnered-creator-faq.40.delayed	(from https://recroom.com/community-commerce)
23:31:09	0/-1	---M--	302	error ('')			https://recroom.com/partneredcreator	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/partneredcreator.41.delayed	(from https://recroom.com/community-commerce)
23:31:09	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2013%20Sep%202025%2020:31:20%20GMT	https://recroom.com/creator-payment-program-rules	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/creator-payment-program-rules.42.delayed	(from https://recroom.com/community-commerce)
23:31:09	0/-1	---M--	302	error ('')			https://recroom.com/partneredcreator	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/partneredcreator.43.delayed	(from https://recroom.com/community-commerce)
23:31:10	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2013%20Sep%202025%2020:31:20%20GMT	https://recroom.com/community-commerce-rules	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/community-commerce-rules.44.delayed	(from https://recroom.com/community-commerce)
23:31:11	183936/183936	---M-Z	200	added ('OK')	text/html	etag:W/%22f75d4a39d467977f00375586a4d40bc1--gzip%22	https://recroom.com/ship-notes?author=5fa9ba4e116faf366c11897f	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notesa710.html	(from https://recroom.com/ship-notes)
23:31:12	71711/71711	---M-Z	200	added ('OK')	text/html	etag:W/%221181f264871b6926c44265c0c0021a11--gzip%22	https://recroom.com/ship-notes/2025/8/18/rec-room-update-the-snap-and-point-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/8/18/rec-room-update-the-snap-and-point-edition.html	(from https://recroom.com/ship-notes)
23:31:12	72943/72943	---M-Z	200	added ('OK')	text/html	etag:W/%22dd68e18dfc890464d65fb48f3b3eba76--gzip%22	https://recroom.com/ship-notes/2025/8/11/rec-room-update-the-sharing-is-caring-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/8/11/rec-room-update-the-sharing-is-caring-edition.html	(from https://recroom.com/ship-notes)
23:31:13	71492/71492	---M-Z	200	added ('OK')	text/html	etag:W/%22f9028df56d621a83ef77c9d49ce9f26a--gzip%22	https://recroom.com/ship-notes/2025/8/4/rec-room-update-the-colorful-clouds-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/8/4/rec-room-update-the-colorful-clouds-edition.html	(from https://recroom.com/ship-notes)
23:31:13	71623/71623	---M-Z	200	added ('OK')	text/html	etag:W/%22e0da7784b790fd379af87cb6f79ff844--gzip%22	https://recroom.com/ship-notes/2025/7/28/rec-room-update-the-can-edit-circuits-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/7/28/rec-room-update-the-can-edit-circuits-edition.html	(from https://recroom.com/ship-notes)
23:31:14	71806/71806	---M-Z	200	added ('OK')	text/html	etag:W/%2231c01617a8362abab29d489e08e62781--gzip%22	https://recroom.com/ship-notes/2025/7/23/rec-room-update-the-its-dangerous-to-go-alone-take-this-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/7/23/rec-room-update-the-its-dangerous-to-go-alone-take-this-edition.html	(from https://recroom.com/ship-notes)
23:31:14	71836/71836	---M-Z	200	added ('OK')	text/html	etag:W/%22c289b3fc39b312603764bf40a02778f2--gzip%22	https://recroom.com/ship-notes/2025/7/14/rec-room-update-the-thats-my-good-board-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/7/14/rec-room-update-the-thats-my-good-board-edition.html	(from https://recroom.com/ship-notes)
23:31:15	70516/70516	---M-Z	200	added ('OK')	text/html	etag:W/%229f53b84bcd07e18fec3527e84ccc89c6--gzip%22	https://recroom.com/ship-notes/2025/7/7/rec-room-update-the-roomie-fetch-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/7/7/rec-room-update-the-roomie-fetch-edition.html	(from https://recroom.com/ship-notes)
23:31:15	71257/71257	---M-Z	200	added ('OK')	text/html	etag:W/%2242cda5a4e72f1f6ae33624c5e6ab727f--gzip%22	https://recroom.com/ship-notes/2025/6/30/rec-room-update-the-sub-or-dub-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/6/30/rec-room-update-the-sub-or-dub-edition.html	(from https://recroom.com/ship-notes)
23:31:16	71827/71827	---M-Z	200	added ('OK')	text/html	etag:W/%22beb4c4a831fe7e6db21d83e465fe51dc--gzip%22	https://recroom.com/ship-notes/2025/6/16/rec-room-update-the-welcome-roomie-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/6/16/rec-room-update-the-welcome-roomie-edition.html	(from https://recroom.com/ship-notes)
23:31:16	72128/72128	---M-Z	200	added ('OK')	text/html	etag:W/%22bfa1038c6df70272a584cddf99dc1933--gzip%22	https://recroom.com/ship-notes/2025/6/9/rec-room-update-the-aura-maxxing-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/6/9/rec-room-update-the-aura-maxxing-edition.html	(from https://recroom.com/ship-notes)
23:31:17	72933/72933	---M-Z	200	added ('OK')	text/html	etag:W/%22bae530c0c20a80b15571299c4583cfc7--gzip%22	https://recroom.com/ship-notes/2025/6/3/rec-room-update-the-vrooms-2-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/6/3/rec-room-update-the-vrooms-2-edition.html	(from https://recroom.com/ship-notes)
23:31:17	72138/72138	---M-Z	200	added ('OK')	text/html	etag:W/%2263a3592f16188b1d58da8f89f81beecb--gzip%22	https://recroom.com/ship-notes/2025/5/27/rec-room-update-the-standing-slide-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/5/27/rec-room-update-the-standing-slide-edition.html	(from https://recroom.com/ship-notes)
23:31:18	71190/71190	---M-Z	200	added ('OK')	text/html	etag:W/%2295280175d0077df3723ab57eb6ed0fe2--gzip%22	https://recroom.com/ship-notes/2025/6/23/rec-room-update-the-national-hydration-day-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/6/23/rec-room-update-the-national-hydration-day-edition.html	(from https://recroom.com/ship-notes)
23:31:18	71730/71730	---M-Z	200	added ('OK')	text/html	etag:W/%221aa2c81c96c29e3f8a6462d6c99516e4--gzip%22	https://recroom.com/ship-notes/2025/5/19/rec-room-update-the-find-your-path-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/5/19/rec-room-update-the-find-your-path-edition.html	(from https://recroom.com/ship-notes)
23:31:19	72255/72255	---M-Z	200	added ('OK')	text/html	etag:W/%228a6b3125c24a0602fa9a0ed55f97a235--gzip%22	https://recroom.com/ship-notes/2025/5/14/rec-room-update-the-bye-bye-bear-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/5/14/rec-room-update-the-bye-bye-bear-edition.html	(from https://recroom.com/ship-notes)
23:31:19	72775/72775	---M-Z	200	added ('OK')	text/html	etag:W/%229cc32dba75e76e42ac8ce3544e3d3ba4--gzip%22	https://recroom.com/ship-notes/2025/5/5/rec-room-update-the-see-yourself-in-rooms-2-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/5/5/rec-room-update-the-see-yourself-in-rooms-2-edition.html	(from https://recroom.com/ship-notes)
23:31:20	74377/74377	---M-Z	200	added ('OK')	text/html	etag:W/%2228191784d4106c3698f2ddff44c40acb--gzip%22	https://recroom.com/ship-notes/2025/4/28/rec-room-update-the-golden-week-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/4/28/rec-room-update-the-golden-week-edition.html	(from https://recroom.com/ship-notes)
23:31:20	72861/72861	---M-Z	200	added ('OK')	text/html	etag:W/%22ccbe8d1b0290ea87f4b9ca35ee0c3672--gzip%22	https://recroom.com/ship-notes/2025/4/13/rec-room-update-the-paint-your-body-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/4/13/rec-room-update-the-paint-your-body-edition.html	(from https://recroom.com/ship-notes)
23:31:21	73407/73407	---M-Z	200	added ('OK')	text/html	etag:W/%22b76db18227677b0caefab3373a832023%22	https://recroom.com/ship-notes/2025/4/8/rec-room-update-the-appendage-collision-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/4/8/rec-room-update-the-appendage-collision-edition.html	(from https://recroom.com/ship-notes)
23:31:21	73147/73147	---M-Z	200	added ('OK')	text/html	etag:W/%2240580657d9b4f1f9d5e691ffde62bd12--gzip%22	https://recroom.com/ship-notes/2025/4/2/rec-room-update-the-get-rotated-edition	C:/Users/Sewn/Desktop/ensonsewn/sewnenson/recroom.com/ship-notes/2025/4/2/rec-room-update-the-get-rotated-edition.html	(from https://recroom.com/ship-notes)
